"category","main_name","main_image","product_name","brewing_quantity","brewing_time","brewing_tem","sizes_img","sizes_unit","sizes_price","images","description","ingredients_detail","main_price"
"Matcha","T2 Everyday Matcha Whisk","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw31216638/images/products/2020 April/A999ZZ026_bamboo-matcha-whisk_p1.png?sw=262&sh=262&sm=fit","T2 Everyday Matcha Whisk","","","","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw31216638/images/products/2020 April/A999ZZ026_bamboo-matcha-whisk_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwa1e4068c/images/products/2020 April/A999ZZ026_bamboo-matcha-whisk_p2.png?sw=100&sh=100&sm=fit']","Traditionally used in Japanese Zen tea ceremonies, this whisk (or chasen) is handcrafted from a single piece of bamboo that is split up to 80 times to create perfectly smooth and frothy matcha. Simply add some matcha powder and hot water to your bowl, and whisk in an M motion until the matcha is blended and bubbles form on the surface. No matter which way you like it, in a latte, over ice or straight up, this tool is essential for any matcha connoisseur!","Bamboo. Gentle hand was only, not suitable for microwave or dishwasher.","A$30.00"
"Black Tea & Breakfast Tea","T2 The Smith Family - Tote Bag","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw06c472de/images/products/A99900206_the-smith-family-tote-bag_p1.png?sw=262&sh=262&sm=fit","T2 The Smith Family - Tote Bag","","","","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw06c472de/images/products/A99900206_the-smith-family-tote-bag_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw0e1ba1b9/images/products/A99900206_the-smith-family-tote-bag_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw448b2cd2/images/products/2020 July/The-Smith-Family-Tote_Street_Portrait-555x555.jpg?sw=100&sh=100&sm=fit']","T2 The Smith Family - Tote BagThe tote bag that gives a cup about helping children and young people in need. We created this limited-edition tote bag in partnership with The Smith Family to help raise support and awareness for Australian children living in poverty. This beautiful cotton tote bag was designed by our in-house artist, with proceeds donated to The Smith Family. Grab yours and you’ll be helping The Smith Family provide the extra educational support young Australians from disadvantaged backgrounds need to stay in school and shape a bright future.","100% Cotton. Hand wash in cold water. Wash with similar colours.","A$5.00"
"Fruit Tea (Tisane)","The Queen's Peach Loose Leaf Feature Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw8262c6ea/images/products/060120/T130AE216_the-queen's-peach_p2.png?sw=262&sh=262&sm=fit","The Queen's Peach Loose Leaf Feature Cube","1 tsp per cup","3-5 mins","100°C (212°F)","[]","[]","[]","[""https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw8262c6ea/images/products/060120/T130AE216_the-queen's-peach_p2.png?sw=100&sh=100&sm=fit"", ""https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw6dd5f890/images/products/060120/T130AE216_the-queen's-peach_r1.png?sw=100&sh=100&sm=fit"", ""https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw7c71366c/images/products/060120/T130AE216_the-queen's-peach_p1.png?sw=100&sh=100&sm=fit""]","Sunny days out on the green can only mean one thing: a fresh peach tipple with a ginger twist! Fill your cup with ripe peaches and just the right amount of sweetness – then watch out for the tingly ginger rush!","Apple, crystalized ginger (sugar, ginger), ginger, pineapple bits (pineapple, sugar acidifier citric acid E330), natural and artificial flavouring, peach 4% (peach, anti caking agent; rice flour), safflower petals, sunflower petals.","A$26.00"
"Herbal Tea & Floral Tisane","The Quiet Mind Loose Leaf Feature Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4038cfa3/images/products/2211/T140AE217_the-quiet-mind_p2.png?sw=262&sh=262&sm=fit","The Quiet Mind Loose Leaf Feature Cube","1 tsp per cup","3-5 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4038cfa3/images/products/2211/T140AE217_the-quiet-mind_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw57931d29/images/products/2211/T140AE217_the-quiet-mind_r1.jpg?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5300291d/images/products/2211/T140AE217_the-quiet-mind_p1.png?sw=100&sh=100&sm=fit']","Net Wt. 50g / 1.7oz   Quiet your mind.  Drift away to your happy place even when everyone around you is on edge. Breathe in the soothing aroma of peppermint, lemongrass and eucalyptus while adaptogenic herbs like ashwagandha and schisandra help your body resist stressors of all kinds. Caffeine-free and refreshingly citrusy, it’s self-compassion in a cup.Enjoy hot on its own.Store in a cool, dry place.","Rosehip, apple, peppermint, chamomile, lemongrass, elderberry, ashwagandha, strawberry leaves, lavender, sage, linden, eucalyptus, natural flavouring, schisandra, ginseng, blue mallow petals, echinacea","A$20.00"
"Herbal Tea & Floral Tisane","Tummy Tea Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw8697237e/images/UXProject/new-tea-images/T140AE031_tummy-tea_r1.jpg?sw=262&sh=262&sm=fit","Tummy Tea Loose Leaf Gift Cube","1 tsp per cup","3-5 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5fbac365/images/products/T140AE031_tummy-tea_sha1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5f464cf5/images/products/T140AG040_tummy-tea_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw69d8aaa0/images/products/T140AI071_tummy-tea_sha1.png?sw=100&sh=100&sm=fit']","['Cube 50g-1.7oz', 'Foil 120g-4.2oz', 'Tin 120g-4.2oz']","['A$16.00', 'A$36.00', 'A$38.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5fbac365/images/products/T140AE031_tummy-tea_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw8697237e/images/UXProject/new-tea-images/T140AE031_tummy-tea_r1.jpg?sw=100&sh=100&sm=fit']","Food coma got you good? Whether you're craving something sweet after a meal or recovering from a food coma, a minty cup of tummy-loving tea will set you right.Loaded with soothing peppermint, liquorice root and fennel, it will settle any belly woes while reducing sugar cravings. Brew a cuppa as a nightly comforting ritual.Enjoy hot on its own, perfect after a meal.Store in a cool, dry place.","Peppermint,  root, fennel, marigold petals",""
"Herbal Tea & Floral Tisane","Tummy Tea Teabag Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw7a4ffc0c/images/B140AE018_tummy-tea_r1.jpg?sw=262&sh=262&sm=fit","Tummy Tea Teabag Gift Cube","1 bag","3-5 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dweb2c6c8c/images/B140AE018_tummy-tea-yb_p1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw49a0eb64/images/B140AG054_Tummy_Tea_Teabags_Everyday_Refill.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwaff5b0e1/images/B140AI015_Tummy_Tea_Teabags_Everyday_Tin.png?sw=100&sh=100&sm=fit']","['25 bags', 'Foil 60pk', 'Tin 60pk']","['A$16.00', 'A$36.00', 'A$38.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dweb2c6c8c/images/B140AE018_tummy-tea-yb_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw7a4ffc0c/images/B140AE018_tummy-tea_r1.jpg?sw=100&sh=100&sm=fit']","Food coma got you good? Whether you're craving something sweet after a meal or recovering from a food coma, a minty cup of tummy-loving tea will set you right.Loaded with soothing peppermint, liquorice root and fennel, it will settle any belly woes while reducing sugar cravings. Brew a cuppa as a nightly comforting ritual.Enjoy hot on its own, perfect after a meal.Store in a cool, dry place.","Peppermint,  root, fennel, marigold petals",""
"Perfect For Iced Tea","Turkish Apple Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwecd0e3cb/images/UXProject/new-tea-images/T130AE006_turkish-apple_r1.jpg?sw=262&sh=262&sm=fit","Turkish Apple Gift Cube","2 tsp per cup","","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwf6b2f23b/images/products/Packaging/T130AE006_turkish-apple_Sha1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwc815add6/images/products/T130AG009_turkish-apple_sha1.png?sw=100&sh=100&sm=fit']","['Cube 250g-8.8oz', 'Foil 500g-17.6oz']","['A$16.00', 'A$30.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwf6b2f23b/images/products/Packaging/T130AE006_turkish-apple_Sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwecd0e3cb/images/UXProject/new-tea-images/T130AE006_turkish-apple_r1.jpg?sw=100&sh=100&sm=fit']","An all-time sweet and refreshing Turkish classic. Serve it chilled in summer for an icy sweet treat!Enjoy with: Perfect on its own.Store in a cool, dry place.","Sugar, acidifier (E330), natural and artificial apple flavouring (2%), maltodextrin (maize), antioxidant (E300), anticaking agent (E341), colour (E150d)",""
"Matcha","Turmeric Matcha","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwfae9d187/images/T115AI096_turmeric-matcha_r1.jpg?sw=262&sh=262&sm=fit","Turmeric Matcha","1/2 tsp per tea bowl","","80°C (176°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw6038d1b5/images/products/T115AI096_turmeric-matcha-30g-tin_p1.png?sw=55&sh=55&sm=fit']","['Tin 30g-1oz']","['A$32.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw6038d1b5/images/products/T115AI096_turmeric-matcha-30g-tin_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwfae9d187/images/T115AI096_turmeric-matcha_r1.jpg?sw=100&sh=100&sm=fit']","Turmeric boost. Turmeric and matcha serve up a sip that's filled to the brim with properties that pack good vibes and great intentions. Grassy fresh matcha, earthy turmeric and slightly sweet cinnamon and nutmeg combine to create one sip that'll see you in fabulously fine form.Enjoy straight up on it's own or as a latte, sweetened with a little honey and a dash of cold milk of choice.Store in a cool, dry place.","Organic powdered ingredients; Turmeric, green tea, cinnamon, black pepper, nutmeg",""
"Fruit Tea (Tisane)","Tutti Fruity Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw2534361e/images/products/240120/T130AE198tuttifruityp2.png?sw=262&sh=262&sm=fit","Tutti Fruity Loose Leaf Gift Cube","1 tsp per cup","5-7 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw2534361e/images/products/240120/T130AE198tuttifruityp2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4ea196f2/images/products/240120/T130AE198tuttifruityp1.png?sw=100&sh=100&sm=fit']","Net Wt. 100g / 3.5oz  A festive fortune that sings with every sip, transporting you to a lush market full of fresh fruit. With a juicy punch that hits you front on, settle in for an exotic sip you’ll always want to escape to.","Apple, pineapple pieces, rosehip shells, hibiscus, sweet blackberry leaves, papaya, cranberry, orange peel,  flakes, natural and artifical flavouring (6%) (strawberry, peach, orange, blueberry, banana), marigold, cornflower petals","A$16.00"
"Fruit Tea (Tisane)","Watermelon Sorbet Loose Leaf Tisane","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5b00c898/images/UXProject/new-tea-images/T140AE119_watermelon-sorbet_r1.jpg?sw=262&sh=262&sm=fit","Watermelon Sorbet Loose Leaf Gift Cube","1 tsp per cup","3-5 mins","100c/212f","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw3e81b836/images/products/Adhoc/T140AE119_watermelon-sorbet-50g-ob_sha1.png?sw=55&sh=55&sm=fit']","['Cube 50g - 1.7 oz.']","['A$16.00', 'A$7.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw3e81b836/images/products/Adhoc/T140AE119_watermelon-sorbet-50g-ob_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5b00c898/images/UXProject/new-tea-images/T140AE119_watermelon-sorbet_r1.jpg?sw=100&sh=100&sm=fit']","Chill out in style with this oh-so-yummy poolside blend of lush watermelon and fresh mint. Kick your feet up…this brew makes it happy hour, every hour.Enjoy with: Perfect on its own.Store in a cool, dry place.","Rosehip shells, spearmint, hibiscus, sweet blackberry leaves, melon pieces (10%) (melon, sugar, acidifier: E330, melon flavour), lemonbalm, carrot, natural watermelon flavouring (4%), lemongrass, rhubarb, rose petals",""
"White Tea","White Jasmine Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwac08d457/images/UXProject/new-tea-images/T100AE013_white-jasmine_r1.jpg?sw=262&sh=262&sm=fit","White Jasmine Loose Leaf Gift Cube","1 tsp per cup","5-7 mins","80°C (176°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4e8603ca/images/products/T100AE013_white-jasmine_sha1.png?sw=55&sh=55&sm=fit']","['Cube 50g-1.7oz']","['A$18.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4e8603ca/images/products/T100AE013_white-jasmine_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwac08d457/images/UXProject/new-tea-images/T100AE013_white-jasmine_r1.jpg?sw=100&sh=100&sm=fit']","Silver needles and strong sweet jasmine offer hints of light sugarcane and an earthy deliciousness. Jasmine fans, this could very well be your new favourite sip.Enjoy with: Perfect on its own.Store in a cool, dry place.","White tea, jasmine",""
"White Tea","White Rose Loose Leaf Tea","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw591122c5/images/UXProject/new-tea-images/T100AE012_white-rose_r1.jpg?sw=262&sh=262&sm=fit","White Rose Loose Leaf Gift Cube","1 tsp per cup","4-6 mins","80°C (176°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwf7556af0/images/products/T100AE012_white-rose_sha1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwf29b49e3/images/products/T100AG006_white-rose_sha1.png?sw=100&sh=100&sm=fit']","['Cube 50g-1.7oz', 'Foil 120g-4.2oz']","['A$18.00', 'A$47.00', 'A$25.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwf7556af0/images/products/T100AE012_white-rose_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw591122c5/images/UXProject/new-tea-images/T100AE012_white-rose_r1.jpg?sw=100&sh=100&sm=fit']","Delicate white tea is blended with pretty rose petals for a wonderfully delicate, sweet-scented floral sensation. Stop and sip the roses with this pretty brew.Enjoy with: Perfect on its own.Store in a cool, dry place.","White tea, rose petals (1.99%), artificial flavouring",""
"White Tea","White White Cocoa Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwef1216af/images/UXProject/new-tea-images/T140AE060_white-white-cocoa_r1.jpg?sw=262&sh=262&sm=fit","White White Cocoa Loose Leaf Gift Cube","1 tsp per cup","2-4 mins","90°C (194°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw6c2bc281/images/products/Packaging/T140AE060_white-white-cocoa_Sha1.png?sw=55&sh=55&sm=fit']","['Cube 100g-3.5oz']","['A$18.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw6c2bc281/images/products/Packaging/T140AE060_white-white-cocoa_Sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwef1216af/images/UXProject/new-tea-images/T140AE060_white-white-cocoa_r1.jpg?sw=100&sh=100&sm=fit']","A euphoric blend of white tea, cocoa husks and coconut is a match made in heaven. Deliciously creamy and serenely sweet, finishing with a coconut twist.Enjoy with: Perfect on its own.Store in a cool, dry place.","White tea, cocoa husks (25%), coconut flakes (coconut, sugar), artificial flavouring",""
